id,lang,name,summary,introduction,open_time,district,address,tel,fax,lat,long,services,category,consume,update_time
8467,zh-tw,安心餐廳-竇爸中式快餐-大灣店,,"現在外食人口比例偏高，讓顧客品嚐到健康又美味的餐盒是餐飲業者的一個重大使命與義務，提供顧客有價值的商品更是我們追尋的價值。
而『竇爸』就是顧你ㄟ『飽肚』，『飽肚』就是竇爸台語反過來的諧音，為了讓顧客對於竇爸更有親切感，於是取其諧音和親切的形象，就是竇爸的由來。",,永康區,710 臺南市永康區大灣路707號1樓,06-2710022,,22.99992,120.25804,餐飲、外帶服務、外送服務,中式美食、安心餐廳,美食,2021-05-24 16:04:23
8468,zh-tw,安心餐廳-竇爸中式快餐-開元店,,"現在外食人口比例偏高，讓顧客品嚐到健康又美味的餐盒是餐飲業者的一個重大使命與義務，提供顧客有價值的商品更是我們追尋的價值。
而『竇爸』就是顧你ㄟ『飽肚』，『飽肚』就是竇爸台語反過來的諧音，為了讓顧客對於竇爸更有親切感，於是取其諧音和親切的形象，就是竇爸的由來。",,北區,704 臺南市北區開元路138號1樓,06-2094455,,23.00687,120.21926,餐飲、外帶服務、外送服務,中式美食、安心餐廳,美食,2021-05-24 16:04:08
8469,zh-tw,安心餐廳-竇爸中式快餐-東門店,,"現在外食人口比例偏高，讓顧客品嚐到健康又美味的餐盒是餐飲業者的一個重大使命與義務，提供顧客有價值的商品更是我們追尋的價值。
而『竇爸』就是顧你ㄟ『飽肚』，『飽肚』就是竇爸台語反過來的諧音，為了讓顧客對於竇爸更有親切感，於是取其諧音和親切的形象，就是竇爸的由來。",,東區,701 臺南市東區東門路2段281號1樓,06-2763080,,22.9837,120.22622,餐飲、外帶服務、外送服務,中式美食、安心餐廳,美食,2021-05-24 16:03:56
8470,zh-tw,安心餐廳-竇爸中式快餐-西門店,,"現在外食人口比例偏高，讓顧客品嚐到健康又美味的餐盒是餐飲業者的一個重大使命與義務，提供顧客有價值的商品更是我們追尋的價值。
而『竇爸』就是顧你ㄟ『飽肚』，『飽肚』就是竇爸台語反過來的諧音，為了讓顧客對於竇爸更有親切感，於是取其諧音和親切的形象，就是竇爸的由來。",,中西區,700 臺南市中西區西門路1段484號1樓,06-2134066,,22.98357,120.19775,餐飲、外帶服務、外送服務,中式美食、安心餐廳,美食,2021-05-24 16:03:44
8471,zh-tw,安心餐廳-竇爸中式快餐-仁和店,,"現在外食人口比例偏高，讓顧客品嚐到健康又美味的餐盒是餐飲業者的一個重大使命與義務，提供顧客有價值的商品更是我們追尋的價值。
而『竇爸』就是顧你ㄟ『飽肚』，『飽肚』就是竇爸台語反過來的諧音，為了讓顧客對於竇爸更有親切感，於是取其諧音和親切的形象，就是竇爸的由來。",,東區,"701 臺南市東區仁和路121,123號1樓",06-2679000,,22.97037,120.23369,餐飲、外帶服務、外送服務,中式美食、安心餐廳,美食,2021-05-24 17:24:19
8472,zh-tw,安心餐廳-竇爸中式快餐-文賢店,,"現在外食人口比例偏高，讓顧客品嚐到健康又美味的餐盒是餐飲業者的一個重大使命與義務，提供顧客有價值的商品更是我們追尋的價值。
而『竇爸』就是顧你ㄟ『飽肚』，『飽肚』就是竇爸台語反過來的諧音，為了讓顧客對於竇爸更有親切感，於是取其諧音和親切的形象，就是竇爸的由來。",,北區,704 臺南市北區文賢路1106號1樓,06-2509000,,23.01596,120.19365,餐飲、外帶服務、外送服務,中式美食、安心餐廳,美食,2021-05-24 17:24:34
8474,zh-tw,安心餐廳-廚房有雞-中華總店,,"台南第一家正宗花雕雞、澳門骨煲。
「廚房有雞」創立於2006年6月6日， 正式開幕後引起一陣大陸的火鍋風潮，一直以來台灣對飲食文化都深深地受到中國大陸的影響，而「花雕雞」與「澳門豬骨煲」在廣東珠海是十分平民化的菜色，到處都有販售這兩種鍋品，因此在廚房有雞團隊精心改良過花雕雞特殊的口感和新鮮的烹調方式，將花雕雞這道菜餚提出與眾不同風味，一鍋可供三吃，十分適合闔家共 享不一樣的另類火鍋。",,東區,701 臺南市東區中華東路三段199號,06-2882656,,22.97642,120.22565,餐飲、宅配服務、外帶服務,中式美食、安心餐廳,美食,2021-05-25 08:11:44
8475,zh-tw,安心餐廳-廚房有雞-北安旗艦店,,"台南第一家正宗花雕雞、澳門骨煲。
「廚房有雞」創立於2006年6月6日， 正式開幕後引起一陣大陸的火鍋風潮，一直以來台灣對飲食文化都深深地受到中國大陸的影響，而「花雕雞」與「澳門豬骨煲」在廣東珠海是十分平民化的菜色，到處都有販售這兩種鍋品，因此在廚房有雞團隊精心改良過花雕雞特殊的口感和新鮮的烹調方式，將花雕雞這道菜餚提出與眾不同風味，一鍋可供三吃，十分適合闔家共 享不一樣的另類火鍋。",,北區,704 臺南市北區北安路一段161號,06-2832929,,23.01747,120.20872,餐飲、宅配服務、外帶服務,中式美食、安心餐廳,美食,2021-05-24 17:25:19
8476,zh-tw,安心餐廳-台南商務會館,,"台南商務會館擁有全台南唯一可容納1500人中西筵席及結婚喜宴場地，與最新最先進的專業燈光音響設備。維拉庭園餐廳提供中西薈萃美食及各式精緻餐點。
飯店規劃佔地寬廣的歐式庭園健康休閒俱樂部，內有水療SPA、紅外線烤箱、蒸氣室及超大景觀戶外游泳池等休閒舒壓等設施，適合戶外聚餐、大型中西式婚宴、戶外Bar.B.Q. 絕對是您宴請賓客的最佳場所。",,永康區,710 臺南市永康區中正北路347-1號,06-2435699,,23.04303,120.24904,餐飲、外帶服務、外送服務,中式美食、異國料理、安心餐廳,美食,2021-05-25 08:11:28
8477,zh-tw,安心餐廳-活佛素食餐館,,提供專業素食料理及場地，給顧客最舒服的用餐環境，新地點鄰近奇美博物館及十鼓糖廠，除了提供停車場外，也有大型場地可家族聚餐，舉辦活動、專業婚宴場地。,,仁德區,717 臺南市仁德區大同路三段858號,06-2600568,,22.94776,120.21835,餐飲、外帶服務,素食主義、安心餐廳,美食,2021-05-24 16:03:28
8478,zh-tw,安心餐廳-富山日本料理,,,,東區,701 臺南市東區中華東路三段399巷25號 ,06-2685815,,22.97241,120.22076,餐飲、外帶服務,異國料理、安心餐廳,美食,2021-06-28 17:02:53
8479,zh-tw,安心餐廳-銀座日式料理,,"台南銀座日式料理餐廳
為了提供貴賓們更多元化的用餐環境
銀座崇善店裝潢以雙人座、吧台及大小優雅包廂
格局大方、格調雅緻

十分適合大型宴席、會議簡報、聚餐小酌
料理更是承襲日本的「不時不食」的哲學
只嚴選當季新鮮食材，搭配專業的廚藝
從肥美的生魚片、鮮甜的白蝦
到佐餐的紫蘇、赤蓼乃至薑片與鮮海藻
無不展現銀座追求健康、自然、品味、創新、獨特的美食理念！

另外更有免費展示的文學展覽，讓美學融入生活
適合朋友聚餐，洽談公事，家庭聚會等
而料理手法加入義式、法式、日式的精美風格
強調擺盤、醬汁
食材更是著重於健康料理，色、香、味美俱全卻又不失清爽口感",,東區,701 臺南市東區崇善路51號,06-3350999,,22.98229,120.22126,餐飲、外帶服務、外送服務,異國料理、安心餐廳,美食,2021-05-25 14:30:53
8480,zh-tw,安心餐廳-周氏蝦捲,,"台南古都，除了古蹟數量獨步全台外，另一項令人津津樂道的，莫過於歷史悠久的傳統小吃。

周氏蝦捲創始人周進根先生表示，早在五十年前他的父親就從事魚丸類小吃，周進根接手後就在觀音亭旁賣起自助餐，而蝦捲便是其中一道菜，由於蝦仁料好實在，風味又獨特，許多食客專點蝦捲吃，所以便改為專賣蝦捲。

周氏蝦捲源自於1965年當時創辦人周進根先生原本是辦外燴的﹝總舖師﹞，然而外燴不是天天都有生意，於是在閒暇時於台南安平經營小吃生意，當時販賣多種小吃，而蝦捲僅是其中一道菜。

到了1980年左右將原本的蝦捲加以改良，以新鮮蝦仁為主做成的蝦捲深受消費者的喜愛，因此便改以販賣蝦捲為主體，有鑒於商譽問題需要消費品牌，因此用本身之姓氏〝周〞為店號，取名為〝周氏蝦捲〞。

經過十多年的努力經營，將傳統小吃店的經營型態，轉變為現代化的餐飲營運模式，例如電腦化的點餐系統，現代化的廚具設備，舒適優雅的用餐環境....等在在都以消費者的立場去思考經營，因此成為台灣極具規模與份量的餐飲店。",,安平區,708 臺南市安平區安平路408-1號,06-2801566,,22.99823,120.17462,餐飲、宅配服務、外帶服務,地方小吃、中式美食、安心餐廳,美食,2021-05-24 16:02:42
8481,zh-tw,安心餐廳-長春健康素食自助餐-民族店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,中西區,700 臺南市中西區民族路三段274號,06-2249332,,23.00013,120.1926,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:36:14
8482,zh-tw,安心餐廳-長春健康素食自助餐-崇德店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,東區,701 臺南市東區崇德路781號,06-3366096,,22.96691,120.22776,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:36:01
8483,zh-tw,安心餐廳-長春健康素食自助餐-大同店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,東區,701 臺南市東區大同路一段201號,06-2133222,,22.98387,120.21129,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:35:48
8484,zh-tw,安心餐廳-長春健康素食自助餐-中華店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,東區,701 臺南市東區中華東路二段131-1號,06-3351599,,22.98537,120.23325,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:35:37
8485,zh-tw,安心餐廳-長春健康素食自助餐-開元店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,北區,704 臺南市北區開元路355-3號,06-2090196,,23.00885,120.22257,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:35:27
8486,zh-tw,安心餐廳-長春健康素食自助餐-金華店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,南區,702 臺南市南區金華路二段101號,06-2639299,,,,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:35:16
8487,zh-tw,安心餐廳-長春健康素食自助餐-安和店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,安南區,709 臺南市安南區安和路一段59-1號,06-2815199,,23.0272,120.2148,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:35:05
8488,zh-tw,安心餐廳-長春健康素食自助餐-海佃店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,安南區,709 臺南市安南區海佃路一段378號,06-2503737,,23.02797,120.19096,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:34:53
8489,zh-tw,安心餐廳-長春健康素食自助餐-世貿店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,永康區,710 臺南市永康區中華路410號,06-3036388,,23.0101,120.23315,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:34:42
8490,zh-tw,安心餐廳-長春健康素食自助餐-華平店,,"「健康蔬食概念，必定會成為未來飲食新趨勢。」
「賣菜囝仔」張寶仁從小就經常跟著阿嬤、舅舅、媽媽在市場賣菜，高中時半工半讀，在川菜館從洗碗、助理開始學習，也練就一身紮實的基本功。

隨著健康知識的普及，以及台灣輕食風潮的健康新觀念興起，加上自己不想殺生，因此張寶仁退伍後，即鎖定「健康素」作為經營方向，並選擇菜樣多樣化、低消費，葷食人口最能接受的業態「自助餐」進行創業，於台南市民族路開設第一家「長春健康素食」自助餐廳。",,安平區,708 臺南市安平區華平路541號,06-2991399,,22.99446,120.17543,餐飲、外帶服務、外送服務,素食主義、安心餐廳,美食,2021-06-28 15:34:31
8491,zh-tw,安心餐廳-聚樂居食屋,,"日式創作料理 燒烤 海鮮
可提供開會場地用餐",,中西區,700 臺南市中西區民生路二段479號,06-2285519,,22.99752,120.18765,餐飲、外帶服務、外送服務,異國料理、安心餐廳,美食,2021-05-28 11:14:28
8492,zh-tw,安心餐廳-小豪洲沙茶爐中山店,,"【小豪洲沙茶爐】源自於創店老闆陳木盛的叔叔-陳豪洲，當初創店老闆陳木盛隨國軍退伍來台之後，便定居在台南，為了生活，便向叔叔學習家鄉道地口味的沙茶火鍋，也就是&quot;廣東汕頭沙茶爐&quot;。
以陳木盛肯學習、不怕吃苦的軍人個性，把叔叔的祖傳祕方及技巧毫不遺漏的傳承下來，並且為了紀念叔叔陳豪洲，便以叔叔的名字來命名。",,中西區,700 臺南市中西區中山路111號,06-2205777,,22.99467,120.20786,餐飲、外帶服務,中式美食、安心餐廳,美食,2021-07-01 16:16:26
8493,zh-tw,安心餐廳-民雄海產餐廳,,一間位於台南小鎮的餐廳，用新鮮食材與挑惕的味蕾呈現我們最自豪的手路菜給每一位來拜訪的饕客。從阿公一大清早到早市擺攤的年代直到今天，從不間斷地思索與嘗試不一樣的菜色。我們不畏懼失敗，就是希望將台菜提升到不一樣層次、以傳承三十年的手藝與十年的創新點燃台菜的靈魂。,,新營區,730 臺南市新營區金華路一段386號,06-6563088,,23.3132759,120.3060105,餐飲、外送服務,中式美食、安心餐廳,美食,2022-06-27 11:04:50
8494,zh-tw,安心餐廳-府城食府正宗台南料理,,台南小吃遠近馳名，「府城食府」整合了台南特有食材，虱目魚、烏魚子、西瓜棉、鳳梨豆醬、破布子、鹹水吳郭魚、處女蟳、蚵、蝦&hellip;，搭配古早傳統推車奉茶、扛麵攤叫賣等方式，將府城擔仔麵、蝦捲、小菜、胡八切、現撈海鮮、炸物、湯物、米食、滷味、蔬菜、清涼飲等百種地方傳統料理，忠實地呈現給每一位來訪的賓客。,,安平區,708 臺南市安平區華平路152號,06-2951000,,22.98798,120.17478,餐飲、外帶服務、外送服務,中式美食、安心餐廳,美食,2021-05-25 14:53:32
8495,zh-tw,安心餐廳-CTLife小日子,,"「吃東西，品生活，講台語」在這裡
我們期待的是一場食物、與人之間用心對談的美好時光
好不好吃 好不好喝 其實是很主觀的
關於 吃與喝 這件事情，我們在意、也放在心上
也歡迎您 一起用台語跟我們聊聊天喔
在地食材／食物原型／均衡飲食／減塑生活／用心料理
來吧 放寬心 選一套最適合自己的餐盤、最喜愛的一款咖啡
不趕時間 無拘泥小節 真切地認真地過生活 不難體會我們帶給您的用心
歐，對了！無論如何，想邀請您跟我們來一場沒塑的日子
我們鼓勵自備容器盛裝，相信微薄的力量不僅讓環境減少負擔，也能讓用餐更顯優雅
共同守護地球你我有責
咱們小日子見！","
",中西區,700 臺南市中西區海安路二段401號,06-2226218,,23.00047,120.19851,餐飲、外帶服務、外送服務,咖啡茶鋪、飲料冰品、安心餐廳,美食,2021-06-28 15:40:26
8496,zh-tw,安心餐廳-樂樂居酒屋,,「台南特色的日式本格居酒屋，擁有二十多年居酒屋的經驗，店內還有一位日籍師傅，團隊經常到日本參訪，學習道地的日本料理。我們專賣生魚片、握壽司、串燒、熱炒、各式清酒、燒酌、沙瓦、highball。希望將新鮮食材做出美味的日式料理，帶給每一位來樂樂用餐的朋友美味的饗宴。」,,中西區,700 臺南市中西區府中街22號,06-2210253,,22.99107,120.2078,餐飲、外帶服務,異國料理、安心餐廳,美食,2021-12-29 16:04:34
8497,zh-tw,安心餐廳-度小月(旗艦店),,"度小月擔仔麵是一碗有122年歷史的台南美食 。 現在已經傳承到第五代，其中最精華好吃的秘密就在於是獨家的肉燥、蝦湯，搭配現煮的彈Q麵條，完成這一碗碗吃巧不吃飽
台灣台南小吃中，具歷史文化代表性，也一直是府城美食小吃代表。度小月擔仔麵更是國際餐宴中不可缺席的一道名菜，與文化氣息濃厚的府城，譜出美麗的故事。 百年祖傳肉燥‧外國人也喜歡　好吃的擔仔麵，是由嚼勁十足的麵條，淋上香醇不膩的湯頭，並且加上百年祖傳香醇肉燥和二～三尾鮮蝦以及香菜，就是一碗外國人也愛吃的台南擔仔麵。",,中西區,700 臺南市中西區中正路101號,06-2200858,,22.99233,120.20032,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-06-28 15:38:11
8498,zh-tw,安心餐廳-度小月(原始店),,"度小月擔仔麵是一碗有122年歷史的台南美食 。 現在已經傳承到第五代，其中最精華好吃的秘密就在於是獨家的肉燥、蝦湯，搭配現煮的彈Q麵條，完成這一碗碗吃巧不吃飽
台灣台南小吃中，具歷史文化代表性，也一直是府城美食小吃代表。度小月擔仔麵更是國際餐宴中不可缺席的一道名菜，與文化氣息濃厚的府城，譜出美麗的故事。 百年祖傳肉燥‧外國人也喜歡　好吃的擔仔麵，是由嚼勁十足的麵條，淋上香醇不膩的湯頭，並且加上百年祖傳香醇肉燥和二～三尾鮮蝦以及香菜，就是一碗外國人也愛吃的台南擔仔麵。",,中西區,700 臺南市中西區中正路16號,06-2231744,,22.99208,120.20373,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-06-28 15:56:26
8499,zh-tw,安心餐廳-寓･永恆,,"原《永恆天詩義式美食咖啡館》遷店更名以《寓‧永恆》全新風貌登場！
寓‧永恆為城市中的秘境，寬敞舒適空間加入時下必拍ＩＧ打卡元素，讓秘境夢幻繽紛，質感爆棚每處具備不同風格，讓妳好好拍！
《寓‧永恆》提供各式獨特口味義大利麵、燉飯、各國披薩等美食，還有獨創QQ奶凍拿鐵、咖啡及風味特調冷熱飲品、職人手作甜點滿足味蕾，無論情侶約會、姊妹暢聊、家庭歡聚、同事聚餐，都能在這裡愜意地享受美食。",,安平區,708 臺南市安平區永華路二段41號,06-2935001,06-2935002,22.98915,120.18523,餐飲、外帶服務,異國料理、安心餐廳,美食,2021-06-17 15:17:28
8500,zh-tw,安心餐廳-小二麻辣鍋,,正宗重慶麻辣火鍋湯底搭配在地極鮮特色健康食材，只羨鴛鴦不限鮮。,,中西區,700 臺南市中西區康樂街131號,0910829379,,22.99271,120.19437,餐飲,中式美食、安心餐廳,美食,2021-05-24 15:59:38
8501,zh-tw,安心餐廳-勝立牛肉清湯,,"使用本土溫體牛當日新鮮配送，肉質鮮嫩湯頭香鮮甜是台南特色早餐
善化屠宰新鮮配送土產牛肉湯配上油香肉燥飯真是人間美味
一天活力營養早餐",,永康區,710 臺南市永康區勝學路88號,0919161820,,23.00282,120.23102,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-05-24 15:59:24
8502,zh-tw,安心餐廳-牛五蔵 - 肉鍋 x 塩ホルモン,,"位在安平區建平路上的『牛五蔵 - 肉鍋 x 塩ホルモン』，以20餘年的經驗，將台灣溫體牛肉爐以全新樣貌呈現，除了溫體牛料理，店家更選用少見的台灣牛『內臟部位』，為了開發牛內臟的延伸，更是花費了三年時間去探討，為的就是讓每位老饕能感受台灣牛內臟的美味。
『牛五蔵』擁有豐富的牧場資源及多年的牛肉料理技術傳承，延續台灣牛無限的可能性，發揮全新的鍋物料理技術。
「府城牛肉湯」手工薄切的溫體牛肉淋上熬煮的秘方湯頭，以最直接的方式詮釋牛肉的肉質以及鮮甜，這就是傳統料理方式，最純粹的美味。
「肉鍋」牛大骨、多種蔬果、昆布及獨家配方熬煮的天然湯頭，將溫體牛肉一片片涮進鍋內後沾上獨門佐料，多年的工法調味是牛五蔵的「用心」。
「塩ホルモン」意指以原味內臟為主的燒烤，為了開發牛內臟部位燒烤的延伸，遠赴日本各地學習內臟燒及二十六種部位的料理技術。
堅持著對台灣牛的那份熱情，站在職人的角度去試煉。
「府城牛肉湯」、「肉鍋」、「塩ホルモン」將在牛五蔵獻給在座尊貴的客人，希望每位客人都能享受美食。並且感受牛五蔵的溫度，那在地人的情，在地人的心。",,安平區,708 臺南市安平區建平路577號,06-2970709,,22.99484,120.1837,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2022-06-01 20:16:08
8503,zh-tw,安心餐廳-永林綜合料理,,1993年成立，台南在地美食，提供各種多樣化在地料理：台南溫體牛火鍋、究好豬、鹿野土雞、熱炒、燒烤、台灣野生現流海鮮、素食、合菜、生啤酒、紅白酒等，以誠信為本，並提供賓客健康衛生的美味餐點。,,北區,704 臺南市北區東豐路411號,06-2093462,,,,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-12-29 16:11:15
8504,zh-tw,安心餐廳-海墘本家農創休閒園區,,"建立於1947年 一處在下營被遺忘的老屋 荒廢40年 如今風華再現 海墘本家農創養生餐廳
運用在地食材 提供您最美味養生的料理",,下營區,735 臺南市下營區中山路二段159號,06-6899121,,23.23021,120.26314,餐飲、外帶服務,中式美食、景觀餐廳、安心餐廳,美食,2021-05-24 15:58:38
8505,zh-tw,安心餐廳-華味香景觀宴會餐廳,,"華味香是台南新營老字號小吃餐廳，招牌菜色是：精燉鴨肉羹　鴨汁滷味　麵條。
2012年，已經接棒的第四代進行再轉型工程，結合園藝的興趣專長，打造舒適的庭園餐廳［華味香景觀宴會餐廳］，進軍婚宴宴會市場。",,新營區,730 臺南市新營區長榮路二段1020號,06-6569292,,23.31133,120.29692,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-06-28 15:52:21
8506,zh-tw,安心餐廳-華味香鴨肉羹-延平店,,"華味香是台南新營老字號小吃餐廳，招牌菜色是：精燉鴨肉羹　鴨汁滷味　麵條。
2012年，已經接棒的第四代進行再轉型工程，結合園藝的興趣專長，打造舒適的庭園餐廳［華味香景觀宴會餐廳］，進軍婚宴宴會市場。",,新營區,730 臺南市新營區延平路29號,06-6322981 ,,23.3018,120.31375,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-06-28 15:51:28
8507,zh-tw,安心餐廳-華味香鴨肉羹-新進店,,"華味香是台南新營老字號小吃餐廳，招牌菜色是：精燉鴨肉羹、鴨汁滷味、麵條。
2012年，已經接棒的第四代進行再轉型工程，結合園藝的興趣專長，打造舒適的庭園餐廳［華味香景觀宴會餐廳］，進軍婚宴宴會市場。",,新營區,730 臺南市新營區新進路二段474號,06-6565948,,23.30279,120.3028,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-06-28 15:52:09
8508,zh-tw,安心餐廳-華味香鴨肉羹-民治店,,"華味香是台南新營老字號小吃餐廳，招牌菜色是：精燉鴨肉羹、鴨汁滷味、麵條。
2012年，已經接棒的第四代進行再轉型工程，結合園藝的興趣專長，打造舒適的庭園餐廳［華味香景觀宴會餐廳］，進軍婚宴宴會市場。",,新營區,730 臺南市新營區民治路31號,06-6353698,,23.31074,120.31714,餐飲、外帶服務、外送服務,地方小吃、中式美食、安心餐廳,美食,2021-06-28 15:52:00
8509,zh-tw,安心餐廳-鴻品牛肉湯市政府店,,台南美食少不了牛肉湯和溫體牛肉火鍋。誰說牛肉湯就是小吃店。您擁有更棒的選擇。小吃的價格餐廳的格局與服務，百坪旗艦店，20多年老經驗滿足您味蕾！,,中西區,700 臺南市中西區中華西路二段50號,06-2930350,,22.99358,120.18691,餐飲、外帶服務,地方小吃、中式美食、安心餐廳,美食,2021-05-24 15:57:21
